,0
849,DL[i] & V0[i+1] & V1[i-1] & ~DL[i+1] & ~V0[i] & ~V1[i+1]
850,DL[i+1] & DL[i-1] & V0[i-1] & ~V1[i+1] & ~V1[i-1] & ~V1[i]
851,V1[i+1] & V1[i] & ~V0[i+1] & ~V0[i-1] & ~V0[i]
852,DL[i] & V0[i+1] & V0[i] & ~DL[i-1] & ~V1[i]
853,DL[i+1] & V0[i-1] & V1[i] & ~DL[i] & ~V0[i] & ~V1[i-1]
854,V0[i+1] & V0[i] & V1[i+1] & V1[i] & ~DL[i+1] & ~DL[i-1] & ~DL[i]
855,DL[i+1] & V0[i-1] & V1[i-1] & ~DL[i] & ~V0[i+1] & ~V1[i+1]
856,DL[i-1] & DL[i] & V0[i] & V1[i+1] & V1[i-1] & ~V0[i+1] & ~V0[i-1] & ~V1[i]
857,V0[i-1] & ~V1[i+1] & ~V1[i-1] & ~V1[i]
858,V0[i] & V1[i+1] & V1[i-1] & ~DL[i+1] & ~DL[i-1] & ~V0[i-1]
859,DL[i] & ~DL[i+1] & ~DL[i-1] & ~V0[i]
860,DL[i] & V1[i+1] & V1[i-1] & ~DL[i+1] & ~V0[i+1] & ~V0[i-1]
861,V0[i+1] & V1[i-1] & V1[i] & ~DL[i+1] & ~DL[i-1] & ~DL[i] & ~V0[i-1] & ~V0[i] & ~V1[i+1]
862,DL[i] & V0[i] & ~DL[i+1] & ~DL[i-1] & ~V1[i]
863,V0[i] & V1[i-1] & ~DL[i+1] & ~DL[i-1] & ~DL[i] & ~V1[i+1] & ~V1[i]
864,DL[i-1] & V0[i-1] & ~DL[i+1] & ~V0[i+1] & ~V1[i+1] & ~V1[i-1]
865,V0[i] & V1[i+1] & V1[i] & ~DL[i-1] & ~V0[i+1]
866,DL[i+1] & V0[i+1] & V1[i+1] & V1[i] & ~DL[i] & ~V0[i-1]
867,V1[i+1] & ~DL[i-1] & ~V0[i+1] & ~V0[i-1] & ~V0[i] & ~V1[i-1] & ~V1[i]
868,DL[i+1] & V0[i-1] & V1[i] & ~V0[i] & ~V1[i-1]
869,~DL[i-1] & ~DL[i] & ~V0[i+1] & ~V0[i] & ~V1[i]
870,V0[i+1] & V0[i-1] & V0[i] & V1[i-1] & V1[i] & ~DL[i+1]
871,DL[i-1] & DL[i] & V1[i-1] & ~DL[i+1] & ~V0[i-1]
872,DL[i+1] & V0[i-1] & V0[i] & V1[i] & ~V0[i+1] & ~V1[i+1] & ~V1[i-1]
873,V1[i-1] & ~DL[i+1] & ~DL[i] & ~V0[i+1]
874,DL[i] & V1[i] & ~V0[i+1] & ~V0[i-1] & ~V1[i+1]
875,DL[i-1] & V0[i+1] & V1[i-1] & ~DL[i+1] & ~DL[i] & ~V0[i-1]
876,DL[i-1] & V0[i-1] & ~DL[i+1] & ~DL[i] & ~V0[i] & ~V1[i+1] & ~V1[i-1] & ~V1[i]
877,V1[i-1] & V1[i] & ~DL[i] & ~V0[i-1] & ~V0[i]
878,DL[i-1] & V0[i+1] & V0[i-1] & ~V1[i+1] & ~V1[i-1] & ~V1[i]
879,~DL[i+1] & ~DL[i-1] & ~DL[i] & ~V0[i-1] & ~V1[i+1]
880,V0[i+1] & V1[i+1] & ~DL[i+1] & ~DL[i] & ~V0[i-1] & ~V1[i-1]
881,DL[i] & V0[i] & ~DL[i+1] & ~V1[i+1] & ~V1[i]
882,DL[i+1] & V0[i+1] & V1[i+1] & V1[i-1] & ~DL[i] & ~V0[i-1] & ~V0[i]
883,~DL[i+1] & ~V0[i-1] & ~V0[i] & ~V1[i-1]
884,V0[i+1] & V0[i-1] & ~DL[i+1] & ~DL[i-1] & ~V0[i] & ~V1[i+1] & ~V1[i]
885,DL[i-1] & V0[i] & V1[i+1] & ~DL[i+1] & ~DL[i] & ~V0[i+1] & ~V0[i-1]
886,DL[i-1] & V0[i+1] & V0[i-1] & V0[i] & V1[i-1] & ~DL[i] & ~V1[i+1] & ~V1[i]
887,DL[i+1] & V1[i+1] & ~V0[i-1] & ~V1[i-1]
888,DL[i] & V0[i+1] & V1[i-1] & ~V0[i-1] & ~V0[i] & ~V1[i+1]
889,DL[i-1] & V1[i+1] & V1[i-1] & V1[i] & ~V0[i+1] & ~V0[i-1] & ~V0[i]
890,V0[i] & V1[i] & ~DL[i-1] & ~V0[i-1] & ~V1[i-1]
891,DL[i+1] & DL[i] & V0[i+1] & V1[i] & ~DL[i-1] & ~V1[i-1]
892,V0[i+1] & V0[i-1] & V1[i] & ~DL[i] & ~V0[i] & ~V1[i-1]
893,DL[i] & V0[i+1] & V0[i] & ~V0[i-1] & ~V1[i+1] & ~V1[i-1] & ~V1[i]
894,DL[i+1] & V0[i-1] & V1[i-1] & ~V0[i+1] & ~V1[i+1] & ~V1[i]
895,V0[i+1] & V1[i+1] & ~DL[i+1] & ~DL[i-1] & ~DL[i]
896,DL[i-1] & V0[i+1] & V0[i-1] & ~DL[i] & ~V1[i-1]
897,V0[i] & V1[i+1] & V1[i] & ~DL[i+1] & ~DL[i-1] & ~DL[i]
898,V0[i] & ~DL[i+1] & ~V0[i-1] & ~V1[i-1]
899,V0[i+1] & V1[i-1] & V1[i] & ~DL[i+1] & ~V0[i] & ~V1[i+1]
900,V0[i+1] & V0[i] & ~DL[i-1] & ~V1[i+1] & ~V1[i]
901,V1[i-1] & V1[i] & ~DL[i+1] & ~DL[i-1] & ~DL[i] & ~V0[i+1] & ~V0[i]
902,DL[i-1] & V0[i+1] & V0[i-1] & V1[i+1] & ~DL[i] & ~V0[i] & ~V1[i-1]
903,V0[i+1] & V1[i+1] & ~DL[i+1] & ~DL[i-1] & ~V0[i-1]
904,DL[i+1] & DL[i-1] & V0[i-1] & V1[i+1] & V1[i] & ~DL[i] & ~V1[i-1]
905,DL[i+1] & V0[i] & V1[i+1] & V1[i] & ~DL[i-1] & ~V1[i-1]
906,V1[i+1] & ~DL[i] & ~V0[i+1] & ~V0[i-1] & ~V0[i] & ~V1[i-1] & ~V1[i]
907,~DL[i-1] & ~DL[i] & ~V0[i] & ~V1[i+1] & ~V1[i]
908,V0[i-1] & V1[i+1] & V1[i] & ~V0[i] & ~V1[i-1]
909,DL[i+1] & V0[i] & V1[i-1] & V1[i] & ~V0[i+1] & ~V0[i-1] & ~V1[i+1]
910,DL[i-1] & V0[i+1] & V0[i-1] & V1[i-1] & V1[i] & ~V1[i+1]
911,DL[i-1] & V0[i+1] & V0[i-1] & V1[i] & ~V0[i] & ~V1[i+1] & ~V1[i-1]
912,V0[i-1] & V1[i] & ~V0[i+1] & ~V1[i+1] & ~V1[i-1]
913,DL[i-1] & V0[i-1] & V1[i+1] & ~DL[i+1] & ~V0[i] & ~V1[i-1]
914,DL[i-1] & V0[i+1] & ~DL[i+1] & ~V1[i+1] & ~V1[i-1] & ~V1[i]
915,~DL[i+1] & ~DL[i-1] & ~DL[i] & ~V0[i-1] & ~V1[i-1]
916,DL[i+1] & V0[i] & V1[i+1] & ~DL[i-1] & ~V0[i-1] & ~V1[i-1]
917,DL[i+1] & V0[i-1] & V1[i+1] & V1[i-1] & ~DL[i-1] & ~DL[i] & ~V0[i+1]
918,DL[i-1] & V0[i+1] & V0[i] & V1[i-1] & ~V0[i-1] & ~V1[i+1]
919,DL[i+1] & V0[i+1] & V1[i+1] & V1[i-1] & ~DL[i] & ~V0[i-1] & ~V1[i]
920,V1[i+1] & V1[i] & ~DL[i+1] & ~V0[i+1] & ~V1[i-1]
921,V0[i+1] & V0[i-1] & ~DL[i-1] & ~DL[i] & ~V0[i] & ~V1[i+1] & ~V1[i]
922,DL[i-1] & V0[i+1] & V0[i-1] & ~V0[i] & ~V1[i+1] & ~V1[i-1]
923,DL[i-1] & V1[i+1] & V1[i] & ~DL[i+1] & ~DL[i] & ~V0[i+1] & ~V0[i-1]
924,V0[i+1] & V0[i] & ~DL[i+1] & ~DL[i-1] & ~V0[i-1] & ~V1[i-1] & ~V1[i]
925,DL[i+1] & V0[i+1] & V0[i] & ~DL[i-1] & ~V1[i-1]
926,DL[i] & V0[i+1] & V1[i] & ~DL[i+1] & ~V0[i] & ~V1[i+1]
927,V1[i-1] & ~DL[i+1] & ~DL[i] & ~V0[i+1] & ~V0[i-1] & ~V0[i]
928,V0[i+1] & V0[i-1] & V1[i+1] & V1[i-1] & ~DL[i+1] & ~DL[i-1]
929,DL[i-1] & V1[i+1] & V1[i-1] & V1[i] & ~V0[i+1] & ~V0[i]
930,V0[i-1] & V0[i] & V1[i-1] & ~V1[i+1] & ~V1[i]
931,V0[i+1] & V0[i] & ~DL[i-1] & ~V1[i+1] & ~V1[i-1] & ~V1[i]
932,DL[i+1] & V0[i-1] & V0[i] & V1[i+1] & V1[i-1] & ~DL[i]
933,V0[i-1] & V1[i+1] & V1[i-1] & ~DL[i+1] & ~DL[i] & ~V0[i]
934,DL[i-1] & V0[i+1] & V0[i-1] & ~V1[i+1] & ~V1[i-1]
935,V0[i] & V1[i-1] & V1[i] & ~DL[i] & ~V0[i-1] & ~V1[i+1]
936,V0[i+1] & V0[i] & ~V0[i-1] & ~V1[i-1] & ~V1[i]
937,V1[i-1] & ~DL[i+1] & ~DL[i-1] & ~DL[i] & ~V0[i+1] & ~V0[i] & ~V1[i+1]
938,DL[i-1] & V0[i+1] & V0[i-1] & V1[i+1] & ~DL[i] & ~V1[i-1] & ~V1[i]
939,V0[i] & V1[i] & ~DL[i+1] & ~DL[i-1] & ~V0[i-1]
940,DL[i-1] & V0[i+1] & V0[i-1] & V0[i] & V1[i+1] & ~DL[i] & ~V1[i-1]
941,DL[i] & V0[i+1] & V1[i] & ~DL[i-1] & ~V0[i-1] & ~V0[i] & ~V1[i+1] & ~V1[i-1]
942,DL[i+1] & V1[i+1] & ~DL[i-1] & ~DL[i] & ~V0[i+1] & ~V1[i]
943,DL[i+1] & DL[i-1] & V0[i-1] & V1[i+1] & V1[i] & ~V1[i-1]
944,~DL[i+1] & ~DL[i] & ~V0[i+1] & ~V0[i-1] & ~V1[i+1]
945,~V0[i+1] & ~V0[i-1] & ~V0[i] & ~V1[i-1] & ~V1[i]
946,V0[i] & V1[i] & ~V0[i-1] & ~V1[i+1] & ~V1[i-1]
947,V1[i+1] & V1[i-1] & V1[i] & ~V0[i-1] & ~V0[i]
948,V1[i-1] & V1[i] & ~V0[i+1] & ~V0[i-1] & ~V1[i+1]
949,DL[i-1] & V1[i+1] & V1[i-1] & ~DL[i+1] & ~DL[i] & ~V0[i-1]
950,V0[i+1] & V1[i+1] & ~DL[i+1] & ~DL[i] & ~V0[i-1]
951,V1[i-1] & ~DL[i] & ~V0[i+1] & ~V0[i-1] & ~V0[i]
952,V0[i+1] & V0[i] & ~DL[i+1] & ~DL[i-1] & ~V1[i+1] & ~V1[i]
953,~DL[i+1] & ~DL[i-1] & ~V0[i+1] & ~V0[i-1] & ~V0[i]
954,V0[i+1] & V0[i] & V1[i] & ~DL[i-1] & ~V0[i-1] & ~V1[i-1]
955,V0[i+1] & V0[i] & V1[i+1] & V1[i] & ~DL[i+1] & ~V0[i-1] & ~V1[i-1]
956,DL[i-1] & V0[i] & V1[i+1] & V1[i-1] & ~V0[i-1] & ~V1[i]
957,V0[i+1] & ~DL[i+1] & ~V0[i-1] & ~V1[i+1] & ~V1[i-1]
958,V0[i] & V1[i] & ~DL[i+1] & ~DL[i-1] & ~DL[i] & ~V1[i+1] & ~V1[i-1]
959,V0[i+1] & V0[i-1] & V1[i] & ~V0[i] & ~V1[i+1] & ~V1[i-1]
960,V0[i+1] & V1[i] & ~DL[i+1] & ~DL[i] & ~V0[i-1] & ~V0[i] & ~V1[i+1]
961,DL[i+1] & V0[i+1] & V1[i] & ~V0[i-1] & ~V1[i+1]
962,DL[i] & V0[i+1] & V1[i] & ~V0[i-1] & ~V0[i] & ~V1[i+1]
963,DL[i-1] & V0[i-1] & V0[i] & V1[i+1] & ~DL[i+1] & ~V0[i+1] & ~V1[i-1] & ~V1[i]
964,V1[i] & ~DL[i+1] & ~DL[i] & ~V0[i+1] & ~V0[i-1] & ~V0[i]
965,V0[i] & V1[i] & ~DL[i+1] & ~DL[i] & ~V0[i+1] & ~V1[i-1]
966,V0[i] & V1[i+1] & V1[i-1] & ~V0[i+1] & ~V0[i-1] & ~V1[i]
967,DL[i+1] & V0[i] & ~V0[i-1] & ~V1[i-1] & ~V1[i]
968,V0[i-1] & V1[i] & ~DL[i] & ~V0[i] & ~V1[i+1] & ~V1[i-1]
969,DL[i+1] & V0[i-1] & V0[i] & V1[i-1] & ~DL[i-1] & ~DL[i]
970,DL[i+1] & V1[i] & ~DL[i-1] & ~V0[i+1] & ~V0[i] & ~V1[i+1]
971,V1[i+1] & V1[i-1] & ~DL[i+1] & ~DL[i-1] & ~DL[i] & ~V0[i-1]
972,V0[i] & ~DL[i+1] & ~V0[i-1] & ~V1[i-1] & ~V1[i]
973,V0[i-1] & V0[i] & ~DL[i+1] & ~DL[i-1] & ~DL[i] & ~V0[i+1] & ~V1[i+1] & ~V1[i]
974,DL[i-1] & V0[i-1] & ~DL[i] & ~V0[i+1] & ~V0[i] & ~V1[i+1] & ~V1[i-1]
975,V1[i+1] & V1[i] & ~DL[i+1] & ~DL[i-1] & ~DL[i]
976,DL[i-1] & V0[i+1] & V0[i-1] & V0[i] & V1[i] & ~DL[i] & ~V1[i-1]
977,DL[i] & V1[i+1] & V1[i] & ~DL[i-1] & ~V0[i+1] & ~V0[i-1] & ~V0[i] & ~V1[i-1]
978,DL[i+1] & DL[i-1] & V0[i-1] & V1[i+1] & ~V0[i] & ~V1[i-1]
979,DL[i-1] & V1[i-1] & ~DL[i] & ~V0[i+1] & ~V0[i-1] & ~V1[i+1]
980,~V0[i-1] & ~V0[i] & ~V1[i+1] & ~V1[i-1] & ~V1[i]
981,V0[i-1] & V0[i] & V1[i-1] & V1[i] & ~DL[i+1] & ~V1[i+1]
982,V0[i-1] & V1[i] & ~V0[i+1] & ~V0[i] & ~V1[i-1]
983,~DL[i+1] & ~DL[i] & ~V0[i] & ~V1[i+1]
984,DL[i-1] & DL[i] & V0[i-1] & V1[i] & ~V0[i+1] & ~V1[i-1]
985,V0[i+1] & V1[i+1] & ~DL[i+1] & ~DL[i] & ~V0[i-1] & ~V0[i]
986,V1[i+1] & ~DL[i+1] & ~DL[i] & ~V0[i+1] & ~V1[i-1]
987,V0[i+1] & V1[i+1] & ~DL[i+1] & ~DL[i] & ~V1[i]
988,V0[i+1] & V0[i] & ~DL[i+1] & ~V0[i-1] & ~V1[i+1] & ~V1[i]
989,~DL[i+1] & ~DL[i-1] & ~V0[i-1] & ~V0[i] & ~V1[i]
990,V1[i+1] & V1[i] & ~DL[i-1] & ~V0[i+1] & ~V0[i]
991,V0[i+1] & V0[i] & V1[i] & ~DL[i] & ~V0[i-1] & ~V1[i-1]
992,V1[i+1] & ~DL[i+1] & ~DL[i-1] & ~V0[i-1] & ~V0[i] & ~V1[i]
993,DL[i-1] & V0[i+1] & V1[i-1] & ~V0[i-1] & ~V1[i+1] & ~V1[i]
994,V0[i+1] & ~DL[i+1] & ~V0[i] & ~V1[i+1] & ~V1[i-1]
995,V0[i+1] & ~DL[i+1] & ~DL[i-1] & ~V0[i] & ~V1[i+1] & ~V1[i-1] & ~V1[i]
996,V0[i+1] & V1[i-1] & V1[i] & ~V0[i-1] & ~V0[i] & ~V1[i+1]
997,V0[i+1] & V1[i] & ~DL[i-1] & ~DL[i] & ~V0[i-1] & ~V0[i] & ~V1[i-1]
998,DL[i] & V1[i+1] & V1[i-1] & ~V0[i+1] & ~V0[i-1] & ~V0[i]
999,V0[i+1] & V0[i-1] & V1[i+1] & V1[i-1] & ~DL[i+1] & ~V0[i] & ~V1[i]
1000,V1[i+1] & V1[i] & ~DL[i-1] & ~V0[i+1] & ~V0[i] & ~V1[i-1]
1001,DL[i+1] & V1[i] & ~DL[i-1] & ~DL[i] & ~V1[i+1]
1002,DL[i+1] & V0[i-1] & V1[i+1] & V1[i-1] & ~DL[i-1] & ~DL[i]
1003,DL[i+1] & V1[i] & ~V0[i-1] & ~V0[i] & ~V1[i+1] & ~V1[i-1]
1004,DL[i-1] & V0[i+1] & V0[i-1] & V1[i-1] & ~DL[i+1] & ~DL[i]
1005,V1[i+1] & V1[i-1] & ~DL[i+1] & ~DL[i] & ~V0[i-1] & ~V1[i]
1006,~DL[i+1] & ~V0[i-1] & ~V1[i-1] & ~V1[i]
1007,DL[i] & V0[i+1] & V0[i-1] & V1[i-1] & ~DL[i-1] & ~V0[i] & ~V1[i+1]
1008,DL[i-1] & V0[i-1] & ~DL[i] & ~V0[i+1] & ~V1[i+1] & ~V1[i-1] & ~V1[i]
1009,V1[i+1] & V1[i] & ~DL[i+1] & ~DL[i-1] & ~V0[i-1]
1010,DL[i-1] & V0[i+1] & V0[i-1] & V1[i+1] & V1[i] & ~DL[i] & ~V1[i-1]
1011,DL[i+1] & DL[i] & V0[i-1] & V1[i+1] & ~V0[i+1] & ~V1[i-1]
1012,DL[i-1] & V1[i-1] & ~DL[i] & ~V0[i-1] & ~V1[i+1] & ~V1[i]
1013,DL[i+1] & V0[i+1] & ~DL[i-1] & ~DL[i] & ~V0[i] & ~V1[i+1]
1014,DL[i+1] & ~DL[i] & ~V0[i+1] & ~V0[i-1] & ~V1[i+1]
1015,V1[i-1] & V1[i] & ~V0[i+1] & ~V0[i-1] & ~V0[i]
1016,DL[i] & V0[i+1] & V1[i+1] & V1[i] & ~DL[i+1] & ~DL[i-1]
1017,V0[i-1] & V1[i+1] & ~DL[i+1] & ~V0[i+1] & ~V0[i] & ~V1[i-1]
1018,DL[i-1] & DL[i] & V0[i+1] & ~V0[i] & ~V1[i+1] & ~V1[i-1] & ~V1[i]
1019,~DL[i+1] & ~DL[i] & ~V0[i+1] & ~V0[i-1] & ~V1[i]
1020,V1[i+1] & V1[i] & ~V0[i-1] & ~V0[i] & ~V1[i-1]
1021,DL[i+1] & V1[i+1] & V1[i] & ~DL[i-1] & ~DL[i] & ~V0[i-1] & ~V1[i-1]
1022,DL[i+1] & V0[i+1] & ~DL[i-1] & ~DL[i] & ~V0[i-1] & ~V1[i+1] & ~V1[i-1]
1023,DL[i] & V0[i+1] & V0[i-1] & ~DL[i+1] & ~V1[i+1] & ~V1[i-1]
1024,DL[i-1] & ~DL[i+1] & ~DL[i] & ~V0[i+1] & ~V0[i] & ~V1[i+1]
1025,V1[i+1] & ~DL[i+1] & ~V0[i+1] & ~V0[i-1] & ~V1[i-1]
1026,V0[i+1] & ~DL[i-1] & ~DL[i] & ~V0[i] & ~V1[i+1] & ~V1[i-1] & ~V1[i]
1027,DL[i-1] & V0[i-1] & ~DL[i+1] & ~DL[i] & ~V1[i+1] & ~V1[i-1]
1028,DL[i] & V1[i+1] & V1[i] & ~DL[i+1] & ~DL[i-1] & ~V0[i]
1029,DL[i] & V1[i+1] & ~DL[i+1] & ~DL[i-1] & ~V0[i-1] & ~V0[i] & ~V1[i-1]
1030,DL[i+1] & V0[i-1] & V1[i+1] & V1[i-1] & ~DL[i-1] & ~V1[i]
1031,DL[i] & V1[i] & ~DL[i+1] & ~V0[i-1] & ~V0[i] & ~V1[i-1]
1032,DL[i-1] & V0[i+1] & V0[i-1] & V1[i-1] & ~DL[i+1] & ~V0[i]
1033,DL[i-1] & V0[i-1] & V0[i] & V1[i] & ~DL[i] & ~V1[i+1] & ~V1[i-1]
1034,V0[i+1] & V0[i] & ~DL[i+1] & ~V0[i-1] & ~V1[i+1]
1035,DL[i] & V0[i] & V1[i+1] & ~DL[i-1] & ~V0[i-1] & ~V1[i-1] & ~V1[i]
1036,V0[i] & V1[i] & ~DL[i+1] & ~DL[i-1] & ~V0[i+1] & ~V0[i-1]
1037,DL[i] & V0[i] & V1[i+1] & V1[i] & ~DL[i-1] & ~V0[i-1]
1038,DL[i-1] & V0[i-1] & V0[i] & V1[i+1] & V1[i] & ~DL[i] & ~V1[i-1]
1039,DL[i+1] & V0[i-1] & V1[i+1] & V1[i] & ~V0[i+1] & ~V1[i-1]
1040,DL[i+1] & V0[i+1] & ~DL[i-1] & ~DL[i] & ~V1[i+1] & ~V1[i]
1041,DL[i+1] & ~DL[i] & ~V0[i+1] & ~V1[i+1] & ~V1[i]
1042,V1[i-1] & ~DL[i+1] & ~DL[i] & ~V0[i-1] & ~V0[i]
1043,DL[i-1] & V0[i-1] & V1[i+1] & V1[i] & ~DL[i+1] & ~V0[i+1] & ~V1[i-1]
1044,V1[i] & ~DL[i+1] & ~V0[i-1] & ~V0[i] & ~V1[i-1]
1045,V0[i+1] & V0[i] & V1[i+1] & ~DL[i-1] & ~DL[i] & ~V0[i-1] & ~V1[i-1]
1046,DL[i+1] & V1[i+1] & ~DL[i-1] & ~V0[i+1] & ~V0[i-1] & ~V0[i] & ~V1[i-1]
1047,V0[i+1] & V0[i] & V1[i-1] & ~V0[i-1] & ~V1[i+1] & ~V1[i]
1048,DL[i-1] & ~DL[i+1] & ~DL[i] & ~V0[i+1] & ~V1[i+1] & ~V1[i]
1049,V1[i+1] & ~DL[i+1] & ~V0[i+1] & ~V0[i] & ~V1[i-1]
1050,V0[i+1] & V0[i-1] & ~DL[i+1] & ~DL[i] & ~V1[i+1] & ~V1[i-1]
1051,V0[i] & ~DL[i+1] & ~DL[i-1] & ~V0[i-1] & ~V1[i+1] & ~V1[i-1] & ~V1[i]
1052,DL[i] & V1[i+1] & V1[i] & ~V0[i+1] & ~V0[i-1] & ~V0[i]
1053,V0[i+1] & V1[i+1] & ~DL[i+1] & ~DL[i-1] & ~DL[i] & ~V0[i] & ~V1[i]
1054,V0[i] & ~V0[i-1] & ~V1[i+1] & ~V1[i-1] & ~V1[i]
1055,DL[i+1] & V0[i+1] & V0[i] & ~DL[i] & ~V0[i-1] & ~V1[i+1]
1056,V0[i+1] & V1[i+1] & ~DL[i-1] & ~DL[i] & ~V0[i] & ~V1[i]
1057,V0[i+1] & V0[i-1] & V0[i] & V1[i-1] & ~V1[i+1] & ~V1[i]
1058,DL[i] & V0[i+1] & ~DL[i-1] & ~V0[i-1] & ~V0[i] & ~V1[i+1] & ~V1[i-1]
1059,V0[i] & V1[i] & ~DL[i+1] & ~DL[i-1] & ~V0[i-1] & ~V1[i+1]
1060,V1[i+1] & ~DL[i+1] & ~DL[i-1] & ~DL[i] & ~V0[i-1]
1061,DL[i+1] & V0[i-1] & V1[i+1] & ~V0[i+1] & ~V0[i] & ~V1[i-1]
1062,DL[i+1] & V0[i+1] & ~DL[i-1] & ~V0[i-1] & ~V0[i] & ~V1[i+1]
1063,DL[i+1] & ~V0[i+1] & ~V0[i-1] & ~V1[i+1] & ~V1[i-1]
1064,DL[i-1] & V0[i+1] & V1[i+1] & V1[i-1] & ~DL[i] & ~V0[i-1]
1065,DL[i-1] & V1[i+1] & V1[i] & ~DL[i+1] & ~V0[i+1] & ~V0[i-1] & ~V0[i]
1066,DL[i-1] & DL[i] & V0[i-1] & ~V0[i] & ~V1[i-1] & ~V1[i]
1067,DL[i+1] & V0[i] & V1[i+1] & V1[i] & ~DL[i-1] & ~DL[i] & ~V0[i+1] & ~V0[i-1]
1068,DL[i-1] & DL[i] & V0[i+1] & V0[i-1] & ~V1[i+1] & ~V1[i-1] & ~V1[i]
1069,V0[i-1] & ~DL[i] & ~V0[i] & ~V1[i+1] & ~V1[i-1] & ~V1[i]
1070,V1[i] & ~DL[i+1] & ~DL[i-1] & ~V1[i+1] & ~V1[i-1]
1071,V0[i+1] & V1[i-1] & ~DL[i+1] & ~DL[i] & ~V0[i-1] & ~V1[i+1]
1072,V0[i+1] & V0[i] & ~DL[i-1] & ~DL[i] & ~V0[i-1] & ~V1[i+1] & ~V1[i-1] & ~V1[i]
1073,DL[i+1] & V0[i+1] & ~DL[i] & ~V0[i-1] & ~V0[i]
1074,V1[i+1] & V1[i-1] & V1[i] & ~DL[i+1] & ~V0[i+1] & ~V0[i-1]
1075,V0[i+1] & V1[i+1] & ~DL[i+1] & ~DL[i-1] & ~V0[i] & ~V1[i-1] & ~V1[i]
1076,V0[i+1] & V0[i] & ~DL[i-1] & ~V0[i-1] & ~V1[i+1] & ~V1[i]
1077,DL[i+1] & V0[i] & V1[i+1] & ~DL[i] & ~V0[i-1] & ~V1[i-1]
1078,DL[i+1] & ~DL[i-1] & ~DL[i] & ~V0[i+1] & ~V0[i] & ~V1[i+1]
1079,V0[i+1] & V0[i] & V1[i+1] & V1[i] & ~V0[i-1] & ~V1[i-1]
1080,V0[i+1] & ~DL[i+1] & ~DL[i-1] & ~V0[i-1] & ~V1[i+1]
1081,DL[i] & ~DL[i+1] & ~DL[i-1] & ~V0[i+1] & ~V0[i-1] & ~V0[i]
1082,DL[i+1] & V1[i+1] & ~DL[i-1] & ~V0[i+1] & ~V0[i-1] & ~V1[i]
1083,V1[i] & ~DL[i-1] & ~V0[i+1] & ~V0[i-1] & ~V1[i+1]
1084,DL[i-1] & V1[i+1] & ~DL[i+1] & ~V0[i+1] & ~V0[i-1] & ~V0[i]
1085,DL[i-1] & V0[i] & V1[i+1] & V1[i] & ~DL[i+1] & ~DL[i]
1086,V0[i-1] & V1[i+1] & V1[i] & ~DL[i] & ~V0[i+1] & ~V0[i] & ~V1[i-1]
1087,DL[i] & V0[i+1] & V0[i-1] & V0[i] & ~V1[i+1] & ~V1[i-1] & ~V1[i]
1088,DL[i+1] & V0[i+1] & V1[i+1] & ~DL[i] & ~V0[i-1] & ~V0[i] & ~V1[i]
1089,V1[i] & ~DL[i+1] & ~V0[i+1] & ~V0[i] & ~V1[i-1]
1090,DL[i+1] & ~DL[i-1] & ~DL[i] & ~V0[i-1] & ~V1[i-1]
1091,V1[i+1] & V1[i-1] & V1[i] & ~DL[i+1] & ~V0[i+1] & ~V0[i]
1092,V0[i+1] & V1[i+1] & ~DL[i-1] & ~DL[i] & ~V0[i-1] & ~V0[i] & ~V1[i-1] & ~V1[i]
1093,V0[i+1] & V0[i-1] & V0[i] & V1[i+1] & V1[i-1] & ~DL[i-1] & ~DL[i]
1094,DL[i+1] & ~V0[i+1] & ~V0[i-1] & ~V1[i+1] & ~V1[i-1] & ~V1[i]
1095,DL[i] & ~DL[i+1] & ~DL[i-1] & ~V0[i-1] & ~V0[i] & ~V1[i+1]
1096,DL[i+1] & ~DL[i-1] & ~DL[i] & ~V0[i+1] & ~V0[i-1] & ~V1[i]
1097,DL[i-1] & V0[i-1] & V1[i-1] & ~DL[i+1] & ~V0[i] & ~V1[i]
1098,~DL[i+1] & ~DL[i-1] & ~V0[i+1] & ~V0[i-1] & ~V1[i+1]
1099,DL[i-1] & V1[i+1] & V1[i-1] & ~DL[i+1] & ~V0[i-1] & ~V0[i]
1100,V0[i-1] & V0[i] & V1[i] & ~V0[i+1] & ~V1[i+1] & ~V1[i-1]
1101,V0[i-1] & V1[i-1] & ~DL[i+1] & ~DL[i-1] & ~DL[i] & ~V1[i]
1102,V0[i+1] & V0[i-1] & V0[i] & ~DL[i+1] & ~V1[i+1] & ~V1[i-1] & ~V1[i]
1103,~DL[i+1] & ~DL[i] & ~V0[i+1] & ~V0[i-1] & ~V0[i] & ~V1[i+1]
1104,V1[i] & ~V0[i-1] & ~V0[i] & ~V1[i+1] & ~V1[i-1]
1105,DL[i+1] & ~DL[i] & ~V0[i-1] & ~V0[i] & ~V1[i-1]
1106,V1[i+1] & V1[i-1] & V1[i] & ~DL[i+1] & ~V0[i-1] & ~V0[i]
1107,~DL[i+1] & ~DL[i-1] & ~DL[i] & ~V0[i+1] & ~V0[i-1] & ~V0[i] & ~V1[i-1] & ~V1[i]
1108,DL[i+1] & V1[i+1] & ~DL[i-1] & ~DL[i] & ~V0[i-1] & ~V1[i-1]
1109,V0[i+1] & ~DL[i-1] & ~DL[i] & ~V0[i-1] & ~V0[i] & ~V1[i-1]
